Date;Volume
08/11/2022;1,19E+11
09/11/2022;1,03E+11
10/11/2022;83202283721
11/11/2022;55871616488
12/11/2022;29717699419
13/11/2022;27209183682
14/11/2022;49630243054
15/11/2022;36599436183
16/11/2022;33925512989
17/11/2022;27868914022
18/11/2022;26862218609
19/11/2022;16106223492
20/11/2022;21313378652
21/11/2022;37429485518
22/11/2022;30726828760
23/11/2022;32958875628
24/11/2022;26129037414
25/11/2022;18678255976
26/11/2022;18000008764
27/11/2022;20443898509
28/11/2022;27743025156
29/11/2022;23581685468
30/11/2022;29523576583
01/12/2022;22895392882
02/12/2022;19539705127
03/12/2022;16217776704
04/12/2022;16824520830
05/12/2022;22209086834
06/12/2022;19889922369
07/12/2022;19675404389
08/12/2022;20496603770
09/12/2022;20328426366
10/12/2022;12706781969
11/12/2022;14122486832
12/12/2022;19617581341
13/12/2022;26634741631
14/12/2022;25534481470
15/12/2022;20964448341
16/12/2022;24031608960
17/12/2022;14463581825
18/12/2022;10924354698
19/12/2022;17221074814
20/12/2022;22722096615
21/12/2022;14882945045
22/12/2022;16441573050
23/12/2022;15329265213
24/12/2022;9744636213
25/12/2022;11656379938
26/12/2022;11886957804
27/12/2022;15748580239
28/12/2022;17005713920
29/12/2022;14472237479
30/12/2022;15929162910
31/12/2022;11239186456
01/01/2023;9244361700
02/01/2023;12097775227
03/01/2023;13903079207
04/01/2023;18421743322
05/01/2023;13692758566
06/01/2023;14413662913
07/01/2023;7714767174
08/01/2023;9768827914
09/01/2023;18624736866
10/01/2023;15808338949
11/01/2023;18372283782
12/01/2023;34971338710
13/01/2023;29225029694
14/01/2023;38967784639
15/01/2023;19298407543
16/01/2023;26792494050
17/01/2023;24999983362
18/01/2023;30005625418
19/01/2023;21152848261
20/01/2023;28799154319
21/01/2023;32442278429
22/01/2023;24746386230
23/01/2023;26518700512
24/01/2023;26405069715
25/01/2023;30685366709
26/01/2023;26357839322
27/01/2023;25383335641
28/01/2023;14712928379
29/01/2023;27423687259
30/01/2023;27205595568
31/01/2023;22837828665
01/02/2023;26683255504
02/02/2023;32066936882
03/02/2023;27083066007
04/02/2023;15639298538
05/02/2023;19564262605
06/02/2023;23825006542
07/02/2023;27187964471
08/02/2023;25371367758
09/02/2023;32572572185
10/02/2023;27078406594
11/02/2023;16356226232
12/02/2023;17821046406
13/02/2023;23918742607
14/02/2023;26792596581
15/02/2023;32483312909
16/02/2023;39316664596
17/02/2023;41358451255
18/02/2023;19625427158
19/02/2023;25555105670
20/02/2023;28987376573
21/02/2023;31252098714
22/02/2023;30199996781
23/02/2023;30476264066
24/02/2023;26811744928
25/02/2023;16100721565
26/02/2023;16644534842
27/02/2023;22660763494
28/02/2023;20535363434
01/03/2023;24662841200
02/03/2023;20386398516
03/03/2023;26062404610
04/03/2023;11166012913
05/03/2023;13317001733
06/03/2023;17353192895
07/03/2023;22765452204
08/03/2023;22536575684
09/03/2023;30364664171
10/03/2023;39578257695
11/03/2023;30180288176
12/03/2023;29279035521
13/03/2023;49466362688
14/03/2023;54622230164
15/03/2023;43655701450
16/03/2023;33866061747
17/03/2023;50730261335
18/03/2023;35723036817
19/03/2023;37769448859
20/03/2023;44774027664
21/03/2023;36102192830
22/03/2023;33382021890
23/03/2023;24220433689
24/03/2023;25980310960
25/03/2023;13383005987
26/03/2023;13878363192
27/03/2023;18188895178
28/03/2023;17783600385
29/03/2023;20684945906
30/03/2023;22435349951
31/03/2023;19001327598
01/04/2023;10876469901
02/04/2023;12284641999
03/04/2023;19556501327
04/04/2023;15284538859
05/04/2023;17052315986
06/04/2023;13837809380
07/04/2023;10861680497
08/04/2023;9243753472
09/04/2023;12175322951
10/04/2023;19282400094
11/04/2023;20121259843
12/04/2023;18651929926
13/04/2023;17487721001
14/04/2023;22659995079
15/04/2023;11940685378
16/04/2023;12854816417
17/04/2023;17872186762
18/04/2023;19480529496
19/04/2023;24571565421
20/04/2023;21340360360
21/04/2023;20759504330
22/04/2023;13125734602
23/04/2023;12785446832
24/04/2023;17703288330
25/04/2023;17733373139
26/04/2023;31854242019
27/04/2023;27153445027
28/04/2023;17544464887
29/04/2023;10662634333
30/04/2023;14652199272
01/05/2023;18655599976
02/05/2023;16432924527
03/05/2023;19122972518
04/05/2023;15548678514
05/05/2023;17936566518
06/05/2023;15913866714
07/05/2023;11301355486
08/05/2023;19122903752
09/05/2023;14128593256
10/05/2023;20656025026
11/05/2023;16724343943
12/05/2023;19313599897
13/05/2023;9999171605
14/05/2023;10014858959
15/05/2023;14413231792
16/05/2023;12732238816
17/05/2023;15140006925
18/05/2023;15222938600
19/05/2023;11258983301
20/05/2023;7044911360
21/05/2023;8647416921
22/05/2023;11056770492
23/05/2023;13697203143
24/05/2023;16299104428
25/05/2023;13851122697
26/05/2023;12711619225
27/05/2023;7892015141
28/05/2023;14545229578
29/05/2023;15181308984
30/05/2023;13251081851
31/05/2023;15656371534
01/06/2023;14678970415
02/06/2023;14837415000
03/06/2023;8385597470
04/06/2023;9360912318
05/06/2023;21513292646
06/06/2023;21929670693
07/06/2023;19530045082
08/06/2023;11904824295
09/06/2023;11015551640
10/06/2023;19872933189
11/06/2023;10732609603
12/06/2023;11677889997
13/06/2023;14143474486
14/06/2023;14265717766
15/06/2023;15837384409
16/06/2023;16324646965
17/06/2023;11090276850
18/06/2023;9565695129
19/06/2023;12826986222
20/06/2023;22211859147
21/06/2023;33346760979
22/06/2023;20653160491
23/06/2023;24115570085
24/06/2023;12147822496
25/06/2023;12703464114
26/06/2023;16493186997
27/06/2023;16428827944
28/06/2023;14571500779
29/06/2023;13180860821
30/06/2023;26387306197
